customer,type,number,date,due_date,payment_terms,purchase_order,currency,total,amount_paid,balance,ship_to.name,notes,terms,item,description,quantity,unit_cost,discount,tax,shipping,item_date,item_reference,payment,amount_refunded
"Shirika la Utangazaji Tanzania (TBC)",invoice,TBC/001.026,"Jun 9, 2026",,,152-091-435,TZS,4130000,0,4130000,,"BANK NAME : STANBIC BANK
ACCOUNT NAME : AIO BUSINESS LIMITED
ACCOUNT NUMBER : TZS 9120002464371
BRANCH : CENTRE BRANCH
SWIFT CODE : SBICTZTX",,"14” M1 Max/32/512","Macbook Pro",1,3500000,0,630000,0,,,,
"EAGLES COURIER SERVICES",invoice,ECS/002.026,"Mar 27, 2026",,,,TZS,750000,325000,425000,,"CRDB BANK: 
NAME: BONIFACE BALELE
ACC: 01J2035322200
LIPA MIX BY YAS: 44125355 - AIO TECHNOLOGIES",,"Domain name registration - ecs.co.tz (May 11, 2025 - May 11, 2026)",,1,25000,0,0,0,,,,
"EAGLES COURIER SERVICES",invoice,ECS/002.026,"Mar 27, 2026",,,,TZS,750000,325000,425000,,"CRDB BANK: 
NAME: BONIFACE BALELE
ACC: 01J2035322200
LIPA MIX BY YAS: 44125355 - AIO TECHNOLOGIES",,"PRO HOSTING (www.ecs.co.tz)","Unlimited Bandwidth & Email Addresses
Support for PHP, Node.js, and Python
📦20 GB SSD Storage
🧮2Core CPU
💾8 GB RAM
🌐1 Website",1,725000,0,0,0,,,,
"JUDICIARY OF TANZANIA",invoice,JOT/003.025,"May 13, 2025",,,,TZS,17346000,0,17346000,,"BANK NAME : STANBIC BANK
ACCOUNT NAME : AIO BUSINESS LIMITED
ACCOUNT NUMBER : TZS 9120002464371
BRANCH : CENTRE BRANCH
SWIFT CODE : SBICTZTX",,"SSD External Hard Disk","Storage: 1TB",49,300000,0,2646000,0,,,,
"TASAC ",invoice,TASAC/P/001,"Apr 21, 2025",,,121-639-041,TZS,3200000,0,3200000,,"Payment details are obtained on attached VENDOR REGISTRATION FORM","***Thank You For Your Business***",Banners,,60,10000,0,0,0,,,,
"TASAC ",invoice,TASAC/P/001,"Apr 21, 2025",,,121-639-041,TZS,3200000,0,3200000,,"Payment details are obtained on attached VENDOR REGISTRATION FORM","***Thank You For Your Business***",T-Shirts,,200,5000,0,0,0,,,,
"TASAC ",invoice,TASAC/P/001,"Apr 21, 2025",,,121-639-041,TZS,3200000,0,3200000,,"Payment details are obtained on attached VENDOR REGISTRATION FORM","***Thank You For Your Business***",Booklets,,400,2000,0,0,0,,,,
"TASAC ",invoice,TASAC/P/001,"Apr 21, 2025",,,121-639-041,TZS,3200000,0,3200000,,"Payment details are obtained on attached VENDOR REGISTRATION FORM","***Thank You For Your Business***",Brochures,,800,1000,0,0,0,,,,
"TANESCO TANZANIA,",invoice,TNSC-GEITA/002/04.25,"Apr 15, 2025",,,152-091-435,TZS,9676000,0,9676000,,"BANK NAME : STANBIC BANK
ACCOUNT NAME : AIO BUSINESS LIMITED
ACCOUNT NUMBER : TZS 9120002464371
BRANCH : CENTRE BRANCH
SWIFT CODE : SBICTZTX",,"Mobile Map GPS Device",,2,4100000,0,1476000,0,,,,
"TANESCO - TEMEKE TANZANIA",invoice,TNSC/03/11.25,"Nov 6, 2025",,,152-091-435,TZS,10077200,0,10077200,,"BANK NAME : STANBIC BANK
ACCOUNT NAME : AIO BUSINESS LIMITED
ACCOUNT NUMBER : TZS 9120002464371
BRANCH : CENTRE BRANCH
SWIFT CODE : SBICTZTX",,"SAMSUNG S25 ULTRA",-Android 16,2,4270000,0,1537200,0,,,,
"TANESCO TANZANIA",invoice,TNSC-GEITA/004/05.25,"May 2, 2025",,,152-091-435,TZS,12567000,0,12567000,,"BANK NAME : STANBIC BANK
ACCOUNT NAME : AIO BUSINESS LIMITED
ACCOUNT NUMBER : TZS 9120002464371
BRANCH : CENTRE BRANCH
SWIFT CODE : SBICTZTX",,"SAMSUNG GALAXY S25 ULTRA","RAM: 12GB
Storage: 256GB",3,3550000,0,1917000,0,,,,
"SOFTFINANCE LIMITED",invoice,SFL/001/03.2025,"Mar 28, 2025","Mar 28, 2025",,,TZS,767000,0,767000,,"BANK NAME : STANBIC BANK
ACCOUNT NAME : AIO BUSINESS LIMITED
ACCOUNT NUMBER : TZS 9120002464371
BRANCH : CENTRE BRANCH
SWIFT CODE : SBICTZTX",,"HOSTING - softfinance.co.tz (Apr 09, 2025 - Apr 09, 2026)","Unlimited Bandwidth & Email Addresses
Support for PHP, Node.js, and Python
📦60 GB SSD Storage
🧮2 Core CPU
💾2 GB RAM
🌐Unlimited Websites",1,625000,0,112500,0,,,,
"SOFTFINANCE LIMITED",invoice,SFL/001/03.2025,"Mar 28, 2025","Mar 28, 2025",,,TZS,767000,0,767000,,"BANK NAME : STANBIC BANK
ACCOUNT NAME : AIO BUSINESS LIMITED
ACCOUNT NUMBER : TZS 9120002464371
BRANCH : CENTRE BRANCH
SWIFT CODE : SBICTZTX",,"Domain registration ","softfinance.co.tz (Apr 09, 2025 - Apr 09, 2026)",1,25000,0,4500,0,,,,
"TANESCO - TEMEKE REGIONAL OFFICE",invoice,TNSC/02/04.25,"Apr 8, 2025",,,152-091-435,TZS,3115200,0,3115200,,"BANK NAME : STANBIC BANK
ACCOUNT NAME : AIO BUSINESS LIMITED
ACCOUNT NUMBER : TZS 9120002464371
BRANCH : CENTRE BRANCH
SWIFT CODE : SBICTZTX","*Thank You for Your Business*","UTP Cable Cat 6 Roll. (305m)",,1,590000,0,106200,0,,,,
"TANESCO - TEMEKE REGIONAL OFFICE",invoice,TNSC/02/04.25,"Apr 8, 2025",,,152-091-435,TZS,3115200,0,3115200,,"BANK NAME : STANBIC BANK
ACCOUNT NAME : AIO BUSINESS LIMITED
ACCOUNT NUMBER : TZS 9120002464371
BRANCH : CENTRE BRANCH
SWIFT CODE : SBICTZTX","*Thank You for Your Business*","RJ  45 Box",,1,50000,0,9000,0,,,,
"TANESCO - TEMEKE REGIONAL OFFICE",invoice,TNSC/02/04.25,"Apr 8, 2025",,,152-091-435,TZS,3115200,0,3115200,,"BANK NAME : STANBIC BANK
ACCOUNT NAME : AIO BUSINESS LIMITED
ACCOUNT NUMBER : TZS 9120002464371
BRANCH : CENTRE BRANCH
SWIFT CODE : SBICTZTX","*Thank You for Your Business*","Partch Panel Port 48",,1,350000,0,63000,0,,,,
"TANESCO - TEMEKE REGIONAL OFFICE",invoice,TNSC/02/04.25,"Apr 8, 2025",,,152-091-435,TZS,3115200,0,3115200,,"BANK NAME : STANBIC BANK
ACCOUNT NAME : AIO BUSINESS LIMITED
ACCOUNT NUMBER : TZS 9120002464371
BRANCH : CENTRE BRANCH
SWIFT CODE : SBICTZTX","*Thank You for Your Business*","Face Plate Double",,10,20000,0,36000,0,,,,
"TANESCO - TEMEKE REGIONAL OFFICE",invoice,TNSC/02/04.25,"Apr 8, 2025",,,152-091-435,TZS,3115200,0,3115200,,"BANK NAME : STANBIC BANK
ACCOUNT NAME : AIO BUSINESS LIMITED
ACCOUNT NUMBER : TZS 9120002464371
BRANCH : CENTRE BRANCH
SWIFT CODE : SBICTZTX","*Thank You for Your Business*",Module,,20,15000,0,54000,0,,,,
"TANESCO - TEMEKE REGIONAL OFFICE",invoice,TNSC/02/04.25,"Apr 8, 2025",,,152-091-435,TZS,3115200,0,3115200,,"BANK NAME : STANBIC BANK
ACCOUNT NAME : AIO BUSINESS LIMITED
ACCOUNT NUMBER : TZS 9120002464371
BRANCH : CENTRE BRANCH
SWIFT CODE : SBICTZTX","*Thank You for Your Business*","Drop cable 0.5M",,30,10000,0,54000,0,,,,
"TANESCO - TEMEKE REGIONAL OFFICE",invoice,TNSC/02/04.25,"Apr 8, 2025",,,152-091-435,TZS,3115200,0,3115200,,"BANK NAME : STANBIC BANK
ACCOUNT NAME : AIO BUSINESS LIMITED
ACCOUNT NUMBER : TZS 9120002464371
BRANCH : CENTRE BRANCH
SWIFT CODE : SBICTZTX","*Thank You for Your Business*","Drop cable 3M",,20,25000,0,90000,0,,,,
"TANESCO - TEMEKE REGIONAL OFFICE",invoice,TNSC/02/04.25,"Apr 8, 2025",,,152-091-435,TZS,3115200,0,3115200,,"BANK NAME : STANBIC BANK
ACCOUNT NAME : AIO BUSINESS LIMITED
ACCOUNT NUMBER : TZS 9120002464371
BRANCH : CENTRE BRANCH
SWIFT CODE : SBICTZTX","*Thank You for Your Business*","D-link port 24",,1,350000,0,63000,0,,,,
"AL MAKTOUM SECONDARY SCHOOL",invoice,AM/002.025,"Mar 17, 2025","Mar 17, 2025",,,USD,802.4,0,802.4,,"BANK NAME : STANBIC BANK
ACCOUNT NAME : AIO BUSINESS LIMITED
ACCOUNT NUMBER : TZS 9120002464371
BRANCH : CENTRE BRANCH
SWIFT CODE : SBICTZTX",,"TALLYPRIME SINGLE USER",,1,630,0,113.4,0,,,,
"AL MAKTOUM SECONDARY SCHOOL",invoice,AM/002.025,"Mar 17, 2025","Mar 17, 2025",,,USD,802.4,0,802.4,,"BANK NAME : STANBIC BANK
ACCOUNT NAME : AIO BUSINESS LIMITED
ACCOUNT NUMBER : TZS 9120002464371
BRANCH : CENTRE BRANCH
SWIFT CODE : SBICTZTX",,"INSTALLATION & CONFIGURATION",,1,50,0,9,0,,,,
"DOT TANZANIA",invoice,DT/001/025,"Jan 21, 2025",,,152-091-435,TZS,18113000,0,18113000,,"BANK NAME : STANBIC BANK
ACCOUNT NAME : AIO BUSINESS LIMITED
ACCOUNT NUMBER : TZS 9120002464371
BRANCH : CENTRE BRANCH
SWIFT CODE : SBICTZTX",,"MACBOOK AIR 2024","M3 Chip
8GB RAM,
256GB SSD storage",3,3600000,0,1944000,0,,,,
"DOT TANZANIA",invoice,DT/001/025,"Jan 21, 2025",,,152-091-435,TZS,18113000,0,18113000,,"BANK NAME : STANBIC BANK
ACCOUNT NAME : AIO BUSINESS LIMITED
ACCOUNT NUMBER : TZS 9120002464371
BRANCH : CENTRE BRANCH
SWIFT CODE : SBICTZTX",,"MACBOOK AIR 2024","M3 chip
16GB Ram
512GB SSD storage",1,4550000,0,819000,0,,,,
"SOLVERIS CONSULTING LTD",invoice,SVL/003/08.2025,"Aug 19, 2025",,,152-091-435,TZS,19906600,0,19906600,,"BANK NAME : STANBIC BANK
ACCOUNT NAME : AIO BUSINESS LIMITED
ACCOUNT NUMBER : TZS 9120002464371
BRANCH : CENTRE BRANCH
SWIFT CODE : SBICTZTX",,"Arch Lever Files (Carton of 24)",,20,65000,0,234000,0,,,,
"SOLVERIS CONSULTING LTD",invoice,SVL/003/08.2025,"Aug 19, 2025",,,152-091-435,TZS,19906600,0,19906600,,"BANK NAME : STANBIC BANK
ACCOUNT NAME : AIO BUSINESS LIMITED
ACCOUNT NUMBER : TZS 9120002464371
BRANCH : CENTRE BRANCH
SWIFT CODE : SBICTZTX",,"HP T795 Design Jet Plotter 72 ink- 130ml – C9372A","Color: Cyan, Magenta, Yellow, Black, with Printheads",20,300000,0,1080000,0,,,,
"SOLVERIS CONSULTING LTD",invoice,SVL/003/08.2025,"Aug 19, 2025",,,152-091-435,TZS,19906600,0,19906600,,"BANK NAME : STANBIC BANK
ACCOUNT NAME : AIO BUSINESS LIMITED
ACCOUNT NUMBER : TZS 9120002464371
BRANCH : CENTRE BRANCH
SWIFT CODE : SBICTZTX",,"Legal Paper A4 Bundle with 100pages","Color: Cream, Green, Blue",150,55000,0,1485000,0,,,,
"SOLVERIS CONSULTING LTD",invoice,SVL/003/08.2025,"Aug 19, 2025",,,152-091-435,TZS,19906600,0,19906600,,"BANK NAME : STANBIC BANK
ACCOUNT NAME : AIO BUSINESS LIMITED
ACCOUNT NUMBER : TZS 9120002464371
BRANCH : CENTRE BRANCH
SWIFT CODE : SBICTZTX",,"External Hard Drives (1TB)",,11,120000,0,237600,0,,,,
"JEMA AFRICA LIMITED",invoice,JAL/001/025,"Feb 13, 2025",,,152-091-435,TZS,2360000,0,2360000,,"BANK NAME : STANBIC BANK
ACCOUNT NAME : AIO BUSINESS LIMITED
ACCOUNT NUMBER : TZS 9120002464371
BRANCH : CENTRE BRANCH
SWIFT CODE : SBICTZTX",,"HP Envy X360 2-in-1","512 GB SSD
8GB RAM
Windows 11, Touchscreen, Fingerprint Reader.
One year manufacture warrant",1,2000000,0,360000,0,,,,
SOLVERIS,invoice,SVL/042,"Feb 6, 2025",,,,TZS,1834900,0,1834900,"OUTDOOR 3D SIGNAGE CONSTRUCTION",,,ALLUCOBOND,,2,140000,0,50400,0,,,,
SOLVERIS,invoice,SVL/042,"Feb 6, 2025",,,,TZS,1834900,0,1834900,"OUTDOOR 3D SIGNAGE CONSTRUCTION",,,"CNC Cutting",,1,60000,0,10800,0,,,,
SOLVERIS,invoice,SVL/042,"Feb 6, 2025",,,,TZS,1834900,0,1834900,"OUTDOOR 3D SIGNAGE CONSTRUCTION",,,"Acrylic Board",,2,240000,0,86400,0,,,,
SOLVERIS,invoice,SVL/042,"Feb 6, 2025",,,,TZS,1834900,0,1834900,"OUTDOOR 3D SIGNAGE CONSTRUCTION",,,"LED Light & Transformer",,1,250000,0,45000,0,,,,
SOLVERIS,invoice,SVL/042,"Feb 6, 2025",,,,TZS,1834900,0,1834900,"OUTDOOR 3D SIGNAGE CONSTRUCTION",,,"Foam Board",,3,80000,0,43200,0,,,,
SOLVERIS,invoice,SVL/042,"Feb 6, 2025",,,,TZS,1834900,0,1834900,"OUTDOOR 3D SIGNAGE CONSTRUCTION",,,"Photocell Switch",,1,45000,0,8100,0,,,,
SOLVERIS,invoice,SVL/042,"Feb 6, 2025",,,,TZS,1834900,0,1834900,"OUTDOOR 3D SIGNAGE CONSTRUCTION",,,"Labor Charge & Fixing",,1,200000,0,36000,0,,,,
"KWANZA SOLUTION LTD,",invoice,KSL/001/011.2023,"Nov 20, 2023",,,152-091-435,TZS,10726200,0,10726200,"Makumbusho Bus Complex, 3rd Floor,","Goods to be delivered as per agreed quantity and quantity, please contact our office if need further instructions.","Please Deliver before due date","EXECUTIVE POLO T-SHIRTS","-Printing: Embroidery
-Material: 100% Cotton",180,23000,0,745200,0,,,,
"KWANZA SOLUTION LTD,",invoice,KSL/001/011.2023,"Nov 20, 2023",,,152-091-435,TZS,10726200,0,10726200,"Makumbusho Bus Complex, 3rd Floor,","Goods to be delivered as per agreed quantity and quantity, please contact our office if need further instructions.","Please Deliver before due date","ROUND COLLAR T-SHIRTS","-Printing: DTF Screen
-Material: 99% Cotton",130,15000,0,351000,0,,,,
"KWANZA SOLUTION LTD,",invoice,KSL/001/011.2023,"Nov 20, 2023",,,152-091-435,TZS,10726200,0,10726200,"Makumbusho Bus Complex, 3rd Floor,","Goods to be delivered as per agreed quantity and quantity, please contact our office if need further instructions.","Please Deliver before due date","EXECUTIVE TROPHIES",,20,150000,0,540000,0,,,,
"TOPAZ MOTORS LIMITED",invoice,TML/001.025,"Jan 28, 2025",,,,TZS,295000,0,295000,,"MPESA : 0754500541 - BONIFACE BALELE
CRDB BANK: 01J2035322200 -BONIFACE BALELE",,"DOMAIN NAME REGISTARION (topazmotors.co.tz)",,1,25000,0,4500,0,,,,
"TOPAZ MOTORS LIMITED",invoice,TML/001.025,"Jan 28, 2025",,,,TZS,295000,0,295000,,"MPESA : 0754500541 - BONIFACE BALELE
CRDB BANK: 01J2035322200 -BONIFACE BALELE",,"DOMAIN HOSTING (topazmotors.co.tz)","SSD Storage : 5GB
CPU : 1Core 2.3 Ghz
RAM : 8GB
Websites Hosted : 1
Bandwith : Unlimited
EMail Address : Unlimited
PHP, Node.js, Python : Yes
SSL Security : Free",1,225000,0,40500,0,,,,
"OCEANLAND HAULIERS LTD, ",invoice,OHL/001.025,"Dec 11, 2025",,,152-091-435,TZS,3592297.6,0,3592297.6,,"BANK NAME : STANBIC BANK
ACCOUNT NAME : AIO BUSINESS LIMITED
ACCOUNT NUMBER : TZS 9120002464371
BRANCH : CENTRE BRANCH
SWIFT CODE : SBICTZTX",,"QUICKBOOKS Plus Online  1 year",,1,1444320,0,259977.6,0,,,,
"OCEANLAND HAULIERS LTD, ",invoice,OHL/001.025,"Dec 11, 2025",,,152-091-435,TZS,3592297.6,0,3592297.6,,"BANK NAME : STANBIC BANK
ACCOUNT NAME : AIO BUSINESS LIMITED
ACCOUNT NUMBER : TZS 9120002464371
BRANCH : CENTRE BRANCH
SWIFT CODE : SBICTZTX",,"INSTALLATION & CONFIGURATION",,1,200000,0,36000,0,,,,
"OCEANLAND HAULIERS LTD, ",invoice,OHL/001.025,"Dec 11, 2025",,,152-091-435,TZS,3592297.6,0,3592297.6,,"BANK NAME : STANBIC BANK
ACCOUNT NAME : AIO BUSINESS LIMITED
ACCOUNT NUMBER : TZS 9120002464371
BRANCH : CENTRE BRANCH
SWIFT CODE : SBICTZTX",,TRAINING,"-4 USERS (5 DAYS, 2 HOURS A DAY)",4,350000,0,252000,0,,,,
"TANZANIA LAND TENATURE ASSISTANCE",invoice,TLTA/002.25,"Jan 16, 2025",,,152-091-435,TZS,1416000,0,1416000,,"BANK NAME : STANBIC BANK
ACCOUNT NAME : AIO BUSINESS LIMITED
ACCOUNT NUMBER : TZS 9120002464371
BRANCH : CENTRE BRANCH
SWIFT CODE : SBICTZTX",,"EPSON L5290 PRINTER","Print, Scan, Copy, Fax with ADF
Compact integrated tank design
High yield ink bottles
Spill-free, error-free refilling
Wi-Fi, Wi-Fi Direct
Epson Connect
Seamless setup via Epson Smart Panel
Borderless printing up to 4R
Powered by Epson Heat-Free Technology",1,1200000,0,216000,0,,,,
"KISIWANI SAFARI & TOURS",invoice,KST/001/01.025,"Jan 13, 2025",,,,TZS,600000,0,600000,,"CRDB BANK
01J2035322200
BONIFACE EMANUEL BALELE","Please pay 50% as advanced payment before commencing work.","TOURS WEBSITE DESIGN","-Pages : 5pages
-CMS : WordPress
-Interactive Maps
-WhatsApp Live Chat",1,600000,0,0,0,,,,
"TANZANIA LAND TENATURE ASSISTANCE",invoice,TLTA/001.25,"Jan 15, 2025",,,152-091-435,TZS,578200,0,578200,,"BANK NAME : STANBIC BANK
ACCOUNT NAME : AIO BUSINESS LIMITED
ACCOUNT NUMBER : TZS 9120002464371
BRANCH : CENTRE BRANCH
SWIFT CODE : SBICTZTX",,"HP 953 ORIGINAL CARTRIDGE","Color - Black",1,130000,0,23400,0,,,,
"TANZANIA LAND TENATURE ASSISTANCE",invoice,TLTA/001.25,"Jan 15, 2025",,,152-091-435,TZS,578200,0,578200,,"BANK NAME : STANBIC BANK
ACCOUNT NAME : AIO BUSINESS LIMITED
ACCOUNT NUMBER : TZS 9120002464371
BRANCH : CENTRE BRANCH
SWIFT CODE : SBICTZTX",,"HP 953 ORIGINAL CARTRIDGE","-Colors :- Cyan, Magenta, Yellow",3,120000,0,64800,0,,,,
"TANESCO TANZANIA",invoice,TNSC/053/01.25,"Mar 18, 2025",,,152-091-435,TZS,12224800,0,12224800,,"BANK NAME : STANBIC BANK
ACCOUNT NAME : AIO BUSINESS LIMITED
ACCOUNT NUMBER : TZS 9120002464371
BRANCH : CENTRE BRANCH
SWIFT CODE : SBICTZTX",,"LAPTOP HP LAPTOP PROBOOK 440 G11 U7-155U ","RAM : 8GB 
STORAGE: 512SSD 
14IN DOS 1 YEAR WARRANTY",4,2590000,0,1864800,0,,,,
"LAND TENATURE ASSISTANCE",invoice,LTA/09/25,"May 25, 2026",,,152091435,TZS,26747060,5000000,21747060,,"BANK NAME: STANBIC BANK
ACCOUNT NAME : AIO BUSINESS LIMITED
ACCOUNT NUMBER : TZS 9120002464371
BRANCH : CENTRE BRANCH",,"Land form Na.21(a)",,15000,450,0,1215000,0,,,,
"LAND TENATURE ASSISTANCE",invoice,LTA/09/25,"May 25, 2026",,,152091435,TZS,26747060,5000000,21747060,,"BANK NAME: STANBIC BANK
ACCOUNT NAME : AIO BUSINESS LIMITED
ACCOUNT NUMBER : TZS 9120002464371
BRANCH : CENTRE BRANCH",,"File covers",,10800,450,0,874800,0,,,,
"LAND TENATURE ASSISTANCE",invoice,LTA/09/25,"May 25, 2026",,,152091435,TZS,26747060,5000000,21747060,,"BANK NAME: STANBIC BANK
ACCOUNT NAME : AIO BUSINESS LIMITED
ACCOUNT NUMBER : TZS 9120002464371
BRANCH : CENTRE BRANCH",,"File Tags",,10,11000,0,19800,0,,,,
"LAND TENATURE ASSISTANCE",invoice,LTA/09/25,"May 25, 2026",,,152091435,TZS,26747060,5000000,21747060,,"BANK NAME: STANBIC BANK
ACCOUNT NAME : AIO BUSINESS LIMITED
ACCOUNT NUMBER : TZS 9120002464371
BRANCH : CENTRE BRANCH",,"Photocopying Paper A4",,74,13000,0,173160,0,,,,
"LAND TENATURE ASSISTANCE",invoice,LTA/09/25,"May 25, 2026",,,152091435,TZS,26747060,5000000,21747060,,"BANK NAME: STANBIC BANK
ACCOUNT NAME : AIO BUSINESS LIMITED
ACCOUNT NUMBER : TZS 9120002464371
BRANCH : CENTRE BRANCH",,"Village Seal",,10,150000,0,270000,0,,,,
"LAND TENATURE ASSISTANCE",invoice,LTA/09/25,"May 25, 2026",,,152091435,TZS,26747060,5000000,21747060,,"BANK NAME: STANBIC BANK
ACCOUNT NAME : AIO BUSINESS LIMITED
ACCOUNT NUMBER : TZS 9120002464371
BRANCH : CENTRE BRANCH",,"Printer Cartridge Hp 14A",,7,810000,0,1020600,0,,,,
"LAND TENATURE ASSISTANCE",invoice,LTA/09/25,"May 25, 2026",,,152091435,TZS,26747060,5000000,21747060,,"BANK NAME: STANBIC BANK
ACCOUNT NAME : AIO BUSINESS LIMITED
ACCOUNT NUMBER : TZS 9120002464371
BRANCH : CENTRE BRANCH",,"Registration pen",,10,50000,0,90000,0,,,,
"LAND TENATURE ASSISTANCE",invoice,LTA/09/25,"May 25, 2026",,,152091435,TZS,26747060,5000000,21747060,,"BANK NAME: STANBIC BANK
ACCOUNT NAME : AIO BUSINESS LIMITED
ACCOUNT NUMBER : TZS 9120002464371
BRANCH : CENTRE BRANCH",,"Marker pen permanent type-Water proof ink",,7,5000,0,6300,0,,,,
"LAND TENATURE ASSISTANCE",invoice,LTA/09/25,"May 25, 2026",,,152091435,TZS,26747060,5000000,21747060,,"BANK NAME: STANBIC BANK
ACCOUNT NAME : AIO BUSINESS LIMITED
ACCOUNT NUMBER : TZS 9120002464371
BRANCH : CENTRE BRANCH",,"Legal Paper A4",,125,14000,0,315000,0,,,,
"LAND TENATURE ASSISTANCE",invoice,LTA/09/25,"May 25, 2026",,,152091435,TZS,26747060,5000000,21747060,,"BANK NAME: STANBIC BANK
ACCOUNT NAME : AIO BUSINESS LIMITED
ACCOUNT NUMBER : TZS 9120002464371
BRANCH : CENTRE BRANCH",,"HP Designjet 72 130ml - gray color",,1,530000,0,95400,0,,,,
"CQS Services Limited",invoice,CGS/001/025,"Jan 2, 2025",,,,TZS,2000000,0,2000000,,"BANK NAME: CRDB
ACC NO. 0152260332800
ACC NAME: ANDREW LUANDA",,"MS Project Professional",,5,350000,0,0,0,,,,
"CQS Services Limited",invoice,CGS/001/025,"Jan 2, 2025",,,,TZS,2000000,0,2000000,,"BANK NAME: CRDB
ACC NO. 0152260332800
ACC NAME: ANDREW LUANDA",,"MS Project software",,5,50000,0,0,0,,,,
"LAND ASSISTANT IRINGA",invoice,LTA/030/024,"Aug 30, 2024",,,,TZS,3506783,0,3506783,,"BANK NAME: STANBIC BANK
BRANCH: CENTRE BRANCH
ACCOUNT NAME: AIO BUSINESS LIMITED
ACCOUNT NUMBER: TZS 9120002464371
SWIFT CODE: SBICTZTX",,"Legal paper",,10,65000,0,117000,0,,,,
"LAND ASSISTANT IRINGA",invoice,LTA/030/024,"Aug 30, 2024",,,,TZS,3506783,0,3506783,,"BANK NAME: STANBIC BANK
BRANCH: CENTRE BRANCH
ACCOUNT NAME: AIO BUSINESS LIMITED
ACCOUNT NUMBER: TZS 9120002464371
SWIFT CODE: SBICTZTX",,"Land form Na.21(a)",,567,450,0,45927,0,,,,
"LAND ASSISTANT IRINGA",invoice,LTA/030/024,"Aug 30, 2024",,,,TZS,3506783,0,3506783,,"BANK NAME: STANBIC BANK
BRANCH: CENTRE BRANCH
ACCOUNT NAME: AIO BUSINESS LIMITED
ACCOUNT NUMBER: TZS 9120002464371
SWIFT CODE: SBICTZTX",,"File covers",,906,450,0,73386,0,,,,
"LAND ASSISTANT IRINGA",invoice,LTA/030/024,"Aug 30, 2024",,,,TZS,3506783,0,3506783,,"BANK NAME: STANBIC BANK
BRANCH: CENTRE BRANCH
ACCOUNT NAME: AIO BUSINESS LIMITED
ACCOUNT NUMBER: TZS 9120002464371
SWIFT CODE: SBICTZTX",,"Photocopying paper",,3,13000,0,7020,0,,,,
"LAND ASSISTANT IRINGA",invoice,LTA/030/024,"Aug 30, 2024",,,,TZS,3506783,0,3506783,,"BANK NAME: STANBIC BANK
BRANCH: CENTRE BRANCH
ACCOUNT NAME: AIO BUSINESS LIMITED
ACCOUNT NUMBER: TZS 9120002464371
SWIFT CODE: SBICTZTX",,"Printer Cartridge Hp 14A",,2,780000,0,280800,0,,,,
"LAND ASSISTANT IRINGA",invoice,LTA/030/024,"Aug 30, 2024",,,,TZS,3506783,0,3506783,,"BANK NAME: STANBIC BANK
BRANCH: CENTRE BRANCH
ACCOUNT NAME: AIO BUSINESS LIMITED
ACCOUNT NUMBER: TZS 9120002464371
SWIFT CODE: SBICTZTX",,"Village seal - Halmashauri ya Wilaya ya Iringa",,1,60000,0,10800,0,,,,
"WFA HEARING CENTRE",invoice,WFA/004/024,"Dec 23, 2024",,,,TZS,1075000,0,1075000,,"BANK NAME: CRDB BANK
AC NAME: BONIFACE EMANUEL BALELE
AC NUMBER: 01J2035322200
PHONE: 0754-500-541",,"ALLUMINIUM PHOTO BOARDS","Size: 100cm x 70cm",7,100000,0,0,0,,,,
"WFA HEARING CENTRE",invoice,WFA/004/024,"Dec 23, 2024",,,,TZS,1075000,0,1075000,,"BANK NAME: CRDB BANK
AC NAME: BONIFACE EMANUEL BALELE
AC NUMBER: 01J2035322200
PHONE: 0754-500-541",,"STICKERS (PHOTO)","Material: Self Adhesive Vinyl
Size: 13 square meters",13,25000,0,0,0,,,,
"WFA HEARING CENTRE",invoice,WFA/004/024,"Dec 23, 2024",,,,TZS,1075000,0,1075000,,"BANK NAME: CRDB BANK
AC NAME: BONIFACE EMANUEL BALELE
AC NUMBER: 01J2035322200
PHONE: 0754-500-541",,"LABOUR CHARGE & FIXING",,1,50000,0,0,0,,,,
AMERICARES,invoice,AMRC/001/05.026,"May 8, 2026",,,152-091-435,TZS,7062000,0,7062000,,"BANK DETAILS:
BANK NAME: STANBIC BANK
BRANCH : CENTRE BRANCH
ACCOUNT NAME : AIO BUSNESS LIMITED
ACCOUNT NUMBER : TZS 9120002464371
SWIFT CODE : SBICTZTX","Please pay before due date","BRANDED TSHIRTS","Material : Cotton
Printing : DTF",100,25000,0,450000,42372.88,,,,
AMERICARES,invoice,AMRC/001/05.026,"May 8, 2026",,,152-091-435,TZS,7062000,0,7062000,,"BANK DETAILS:
BANK NAME: STANBIC BANK
BRANCH : CENTRE BRANCH
ACCOUNT NAME : AIO BUSNESS LIMITED
ACCOUNT NUMBER : TZS 9120002464371
SWIFT CODE : SBICTZTX","Please pay before due date","BRANDED CAPS","Material : 100% Cotton
Printing : DTF",100,20000,0,360000,33898.31,,,,
AMERICARES,invoice,AMRC/001/05.026,"May 8, 2026",,,152-091-435,TZS,7062000,0,7062000,,"BANK DETAILS:
BANK NAME: STANBIC BANK
BRANCH : CENTRE BRANCH
ACCOUNT NAME : AIO BUSNESS LIMITED
ACCOUNT NUMBER : TZS 9120002464371
SWIFT CODE : SBICTZTX","Please pay before due date","TEAR DROP BANNER","Material : Sublimation fabric
Printing : Sublimation",2,300000,0,108000,10169.49,,,,
